State,No.,Facility Name,Full Address,Phone Number,District
Sarawak,235,KKIA Kota Padawan,"KKIA Kota Padawan , Batu 10, Jalan Puncak Borneo, 93250, Kuching, Sarawak",082-617687,Kuching
Sarawak,236,KKIA Lambir,"KKIA Lambir, d/a Pejabat Kesihatan Bahagian Miri, Jalan Temenggong Oyong Lawai Jau, 98000, Miri, Sarawak",085-611578,Miri
Sarawak,237,KKIA Limbang,"KKIA Limbang, d/a Peg. Kesihatan Bahagian, Bahagian Limbang, Jalan Pandaruan, Limbang, 98700, Limbang, Sarawak",085-211046 (ext.136),Limbang
Sarawak,238,KKIA Lundu,"KKIA Lundu, d/a Peg. Kesihatan Daerah, Daerah Lundu, Jalan Lundu / Sekambal, Lundu, 94500, Lundu, Sarawak",082-735042,Lundu
Sarawak,239,KKIA Miri,"KKIA Miri, d/a Pejabat Kesihatan Bahagian Miri, Jalan Temenggong Oyong Lawai Jau, 98000, Miri, Sarawak",085-436042,Miri
Sarawak,240,KKIA Mukah,"KKIA Mukah, d/a Pejabat Kesihatan Bahagian Mukah, Jalan Haji Muhammad Pauzi, 96400, Mukah, Sarawak",084-873301,Mukah
Sarawak,241,KKIA RCBM,"KKIA RCBM, KM13, Jalan Puncak Borneo, 93250, Kuching, Sarawak",082-614494,Kuching
Sarawak,242,KKIA Saratok,"KKIA Saratok, d/a Peg. Kesihatan Daerah Saratok, Daerah Saratok, 95400 Saratok, Sarawak, 95400, Saratok, Sarawak",083-436222,Saratok
Sarawak,243,KKIA Sebisak,"KKIA Sebisak, Tingkat 1, Sublot 396-397, Lot 2071 dan 539, Jalan Muara Tuang, Taman Suria 1, 94300, Samarahan, Sarawak",082-379702,Samarahan
Sarawak,244,KKIA Serian,"KKIA Serian, Jln Bunga Tanjong, 94700 Serian, Sarawak, 94700, Serian, Sarawak",082-876904,Serian
Sarawak,245,KKIA Simunjan Bandar,"KKIA Simunjan Bandar, Jalan Sabun, 84800 Simunjan, Sarawak, 94800, Simunjan, Sarawak",082-803709,Simunjan
Sarawak,246,KKIA Simunjan Hospital,"KKIA Simunjan Hospital, Hospital Simunjan, Jalan Gunung Ngeli, 94800 Simunjan, Sarawak, 94800, Simunjan, Sarawak",082-895435,Simunjan
Sarawak,247,KKIA Taman Tunku,"KKIA Taman Tunku, Lot 927(2351), Neighbourhood Shopping Centre, Taman Tunku, Miri, 98000, Miri, Sarawak",085-612804,Miri
Selangor,1,KD Asam Jawa,"KD Asam Jawa, Jalan Bukit Rotan, Bukit Rotan , 45700, Kuala Selangor, Selangor",03-32892771,Kuala Selangor
Selangor,2,KD Bagan Pasir,"KD Bagan Pasir, Jalan Bagan Pasir, Tanjong Karang, 45500, Kuala Selangor, Selangor",03-32693302,Kuala Selangor
Selangor,3,KD Bagan Teochew,"KD Bagan Teochew, Bagan Teochew, Pulau Ketam, 42490, Klang, Selangor",03-31105254,Klang
Selangor,4,KD Bangi Lama,"KD Bangi Lama, Jalan Besar Bangi, Kajang, 43000, Hulu Langat, Selangor",03-89202534,Hulu Langat
Selangor,5,KD Batang Kali,"KD Batang Kali, Batang Kali, Hulu Selangor, 44300, Hulu Selangor, Selangor",03-60574429,Hulu Selangor
Selangor,6,KD Batu 18,"KD Batu 18, Batu 18, 43200, Hulu Langat, Selangor",03-90213210,Hulu Langat
Selangor,7,KD Batu 4 Sepintas,"KD Batu 4 Sepintas, Jalan Sekolah, 45200, Sabak Bernam, Selangor",03-32165029,Sabak Bernam
Selangor,8,KD Batu Belah Klang,"KD Batu Belah Klang, 235 Jalan Istimewa, 42100, Klang, Selangor",03-33944304,Klang
Selangor,9,KD Batu Laut,"KD Batu Laut, Batu Laut, 42800, Kuala Langat, Selangor",03-31481053,Kuala Langat
Selangor,10,KD Berjuntai Bistari,"KD Berjuntai Bistari, Kampung Bestari Jaya, Bestari Jaya, 45600, Kuala Selangor, Selangor",03-32710900,Kuala Selangor
Selangor,11,KD Broga,"KD Broga, Broga, Semenyih, 43500, Hulu Langat, Selangor",03-87611006,Hulu Langat
Selangor,12,KD Bukit Badong,"KD Bukit Badong, Jalan Dato' Karjan, 45600, Kuala Selangor, Selangor",03-32762680,Kuala Selangor
Selangor,13,KD Bukit Bangkong,"KD Bukit Bangkong, Sungai Pelek, 43950, Sepang, Selangor",03-31421158,Sepang
Selangor,14,KD Bukit Belimbing,"KD Bukit Belimbing, Bukit Belimbing, 45000, Kuala Selangor, Selangor",03-32606824,Kuala Selangor
Selangor,15,KD Bukit Kapar,"KD Bukit Kapar, Jalan Iskandar, Kapar, 42200, Klang, Selangor",03-33927901,Klang
Selangor,16,KD Bukit Kerayong,"KD Bukit Kerayong, JKR 177, Jalan Sekolah, Kapar, Klang, 45800, Kuala Selangor, Selangor",03-33927954,Kuala Selangor
Selangor,17,KD Bukit Kuching,"KD Bukit Kuching, Jeram, 45800, Kuala Selangor, Selangor",03-32640557,Kuala Selangor
Selangor,18,KD Dato Abu Bakar Baginda,"KD Dato Abu Bakar Baginda, Kajang, 43000, Sepang, Selangor",03-89263446,Sepang
Selangor,19,KD Dusun Tua,"KD Dusun Tua, Batu 16, 43200, Hulu Langat, Selangor",03-90213221,Hulu Langat
Selangor,20,KD Geching,"KD Geching, Jalan Labu Lanjut, 43900, Sepang, Selangor",03-87068841,Sepang
Selangor,21,KD Gedangsa,"KD Gedangsa, Felda Gedangsa, Kuala Kubu Baru, 44020, Hulu Selangor, Selangor",03-60463833,Hulu Selangor
Selangor,22,KD Genting Malek,"KD Genting Malek, Genting Malek, 44300, Hulu Selangor, Selangor",03-69574413,Hulu Selangor
Selangor,23,KD Hulu Rening,"KD Hulu Rening, Hulu Rening, 44300, Hulu Selangor, Selangor",03-60573824,Hulu Selangor
Selangor,24,KD Jalan Kebun,"KD Jalan Kebun, Batu 7, Jalan Kebun, 42450, Klang, Selangor",03-51618006,Klang
Selangor,25,KD Jaya Setia,"KD Jaya Setia, Bestari Jaya, 45600, Kuala Selangor, Selangor",03-32717050,Kuala Selangor
Selangor,26,KD Jenderam Hulu,"KD Jenderam Hulu, Kampung Jenderam Hulu, Dengkil, 43800, Sepang, Selangor",03-87689868,Sepang
Selangor,27,KD Kampong Padang,"KD Kampong Padang, Hulu Langat, 43100, Hulu Langat, Selangor",03-90216636,Hulu Langat
Selangor,28,KD Kampung Banting,"KD Kampung Banting, Jalan Kg. Banting, Sungai Air Tawar, 45100, Sabak Bernam, Selangor",03-32164959,Sabak Bernam
Selangor,29,KD Kampung Baru,"KD Kampung Baru, Jalan Kg. Baru, 45100, Sabak Bernam, Selangor",03-32163010,Sabak Bernam
Selangor,30,KD Kampung Batu 38,"KD Kampung Batu 38, Jalan Sekendi Batu 38, 45200, Sabak Bernam, Selangor",03-32164425,Sabak Bernam
Selangor,31,KD Kampung Damansara,"KD Kampung Damansara, Jln.17A/9 Seksyen 17, 46400, Petaling, Selangor",03-79566394,Petaling
Selangor,32,KD Kampung Endah,"KD Kampung Endah, Kampung Endah, 42700, Kuala Langat, Selangor",03-31982741,Kuala Langat
Selangor,33,KD Kampung Gesir Tengah,"KD Kampung Gesir Tengah, Kampung Gesir Tengah, 44020, Hulu Selangor, Selangor",03-4543221,Hulu Selangor
Selangor,34,KD Kampung Jawa,"KD Kampung Jawa, Batu 2, Jalan Syahbandaraya, 41000, Klang, Selangor",03-33735435,Klang
Selangor,35,KD Kampung Jenjarom,"KD Kampung Jenjarom, Kampung Jenjarom, 42600, Kuala Langat, Selangor",03-31914601,Kuala Langat
Selangor,36,KD Kampung Kenanga,"KD Kampung Kenanga, JKR-1, Jalan Ipoh Kg Baru, 48000, Gombak, Selangor",03-60920184,Gombak
Selangor,37,KD Kampung Kuantan,"KD Kampung Kuantan,  Kuala Selangor, 45600, Kuala Selangor, Selangor",03-32604515,Kuala Selangor
Selangor,38,KD Kampung Medan,"KD Kampung Medan, Kampung Medan, Banting, 42500, Kuala Langat, Selangor",03-31221446,Kuala Langat
Selangor,39,KD Kampung Nenas,"KD Kampung Nenas, Jalan Kopi, Kampung Nenas, Kapar, 42200, Klang, Selangor",03-33920554,Klang
Selangor,40,KD Kampung Pendamar,"KD Kampung Pendamar, JKR 12294, Kampung Pendamar, 41200, Klang, Selangor",03-31653679,Klang
Selangor,41,KD Kampung Sekendi,"KD Kampung Sekendi, Jalan Batu 36, 45100, Sabak Bernam, Selangor",03-32164381,Sabak Bernam
Selangor,42,KD Kampung Sungai Pulai,"KD Kampung Sungai Pulai, Jalan Bagan Sg Pulai, 45200, Sabak Bernam, Selangor",03-32164926,Sabak Bernam
Selangor,43,KD Kampung Sungai Tengar,"KD Kampung Sungai Tengar, Jalan Besar Sg. Tengar, 45100, Sabak Bernam, Selangor",03-32138700,Sabak Bernam
Selangor,44,KD Kampung Tok Muda,"KD Kampung Tok Muda, Batu 12 1/2, Kampung Tok Muda, 42200, Klang, Selangor",03-32501002,Klang
Selangor,45,KD Kanchong Tengah,"KD Kanchong Tengah, Kanchong Tengah, Banting, 42700, Kuala Langat, Selangor",03-31818655,Kuala Langat
Selangor,46,KD Kelanang,"KD Kelanang, Banting, 42700, Kuala Langat, Selangor",03-31203776,Kuala Langat
Selangor,47,KD Kerling,"KD Kerling, Kerling, 44100, Hulu Selangor, Selangor",03-60482063,Hulu Selangor
Selangor,48,KD Kg Gurney,"KD Kg Gurney, Kampung Gurney, 44300, Hulu Selangor, Selangor",03-60751401,Hulu Selangor
Selangor,49,KD Kundang,"KD Kundang, Tanjung Sepat, 42800, Kuala Langat, Selangor",03-31481769,Kuala Langat
Selangor,50,KD Kundang,"KD Kundang, Jalan Sekolah, Kundang, Rawang, 48050, Gombak, Selangor",03-60344072,Gombak
Selangor,51,KD Labohan Dagang,"KD Labohan Dagang, JKR 456, Kuarters Labohan Dagang, Banting, 42700, Kuala Langat, Selangor",03-31494522,Kuala Langat
Selangor,52,KD Lubuk Pusing,"KD Lubuk Pusing, Jalan Pt. 13 Kg. Tok Khalifah, Sungai Besar, 45100, Sabak Bernam, Selangor",03-32165710,Sabak Bernam
Selangor,53,KD Merbau Sempak,"KD Merbau Sempak, Bt18, Jln Kuala Selangor, Sungai Buloh, 47000, Petaling, Selangor",03-60386399,Petaling
Selangor,54,KD Minangkabau,"KD Minangkabau, Minangkabau, Beranang, 43700, Hulu Langat, Selangor",03-87668292,Hulu Langat
Selangor,55,KD Morib,"KD Morib, Banting, 42700, Kuala Langat, Selangor",03-31981091,Kuala Langat
Selangor,56,KD Olak Lempit,"KD Olak Lempit, Olak Lempit, Banting, 42700, Kuala Langat, Selangor",03-31491664,Kuala Langat
Selangor,57,KD Padang Jawa,"KD Padang Jawa, 5317 Jalan Padang, 41300, Klang, Selangor",03-55122706,Klang
Selangor,58,KD Parit 12,"KD Parit 12, Jalan Parit 12 Timur, Sungai Besar, 45300, Sabak Bernam, Selangor",03-32242413,Sabak Bernam
Selangor,59,KD Parit 4,"KD Parit 4, Jalan Peket 20, Kampung Sg. Haji Dorani Jalan Pekan Selasa, Sungai Besar, 45300, Sabak Bernam, Selangor",03-32241650,Sabak Bernam
Selangor,60,KD Parit 6,"KD Parit 6, Jalan Parit 6 Timur, Sungai Besar, 45300, Sabak Bernam, Selangor",03-32243869,Sabak Bernam
Selangor,61,KD Parit 9,"KD Parit 9, Jalan Parit 9, Kg. Sg. Leman, Sekincan, 45400, Sabak Bernam, Selangor",03-32415372,Sabak Bernam
Selangor,62,KD Parit 9 Sungai Besar,"KD Parit 9 Sungai Besar, Jalan Parit 9 Barat Sungai Besar, 45300, Sabak Bernam, Selangor",03-32242000,Sabak Bernam
Selangor,63,KD Parit Baru Baroh,"KD Parit Baru Baroh, Jalan Bagan Parit Baru Baroh, Sungai Air Tawar, 45100, Sabak Bernam, Selangor",03-32138300,Sabak Bernam
Selangor,64,KD Parit Empat,"KD Parit Empat, Ban 2, Tanjung Karang, 45500, Kuala Selangor, Selangor",03-32414894,Kuala Selangor
Selangor,65,KD Pasir Panjang,"KD Pasir Panjang, Jalan Besar Pekan Pasir Panjang, Sekincan, 45400, Sabak Bernam, Selangor",03-32415343,Sabak Bernam
Selangor,66,KD Pasir Penambang,"KD Pasir Penambang, Pasir Penambang, 45000, Kuala Selangor, Selangor",03-32602410,Kuala Selangor
Selangor,67,KD Permatang Pasir,"KD Permatang Pasir, Permatang Pasir, Banting, 42700, Kuala Langat, Selangor",03-31203602,Kuala Langat
Selangor,68,KD Pulau Meranti,"KD Pulau Meranti, Puchong, 47100, Sepang, Selangor",03-80618094,Sepang
Selangor,69,KD Punchak Alam,"KD Punchak Alam, 89 Lorong Naluri Sukma 8/14, Bandar Puncak Alam, 45010, Kuala Selangor, Selangor",03-33927524,Kuala Selangor
Selangor,70,KD Raja Musa,"KD Raja Musa, Bt 8 Jalan Raja Musa, Bestari Jaya, 45600, Kuala Selangor, Selangor",03-32894516,Kuala Selangor
Selangor,71,KD Rinching Hilir,"KD Rinching Hilir, Rinching Hilir, Semenyih, 43000, Hulu Langat, Selangor",03-89202218,Hulu Langat
Selangor,72,KD RKT Sg. Merab Dalam,"KD RKT Sg. Merab Dalam, Kajang, 43000, Sepang, Selangor",03-89269536,Sepang
Selangor,73,KD Sawah Sempadan,"KD Sawah Sempadan, Tanjung Karang, 45500, Kuala Selangor, Selangor",03-32604196,Kuala Selangor
Selangor,74,KD Selayang Baru,"KD Selayang Baru, Jalan 9 Selayang Baru, Batu Caves, 68100, Gombak, Selangor",03-61372709,Gombak
Selangor,75,KD Sementa,"KD Sementa, Batu 6, Jalan Sementa, Jalan Kapar Kapar, 42260, Klang, Selangor",03-32916371,Klang
Selangor,76,KD Sg. Merab Luar,"KD Sg. Merab Luar, Kajang, 43000, Sepang, Selangor",03-89255809,Sepang
Selangor,77,KD Sijangkang Dalam,"KD Sijangkang Dalam, Sijangkang Dalam, Teluk Panglima Garang, 42500, Kuala Langat, Selangor",03-31220064,Kuala Langat
Selangor,78,KD Sijangkang Luar,"KD Sijangkang Luar, Sijangkang Luar, Teluk Panglima Garang, 42500, Kuala Langat, Selangor",03-31222510,Kuala Langat
Selangor,79,KD Simpang 4,"KD Simpang 4, Jalan Bagan Nakhoda Omar, Sungai Air Tawar, 45100, Sabak Bernam, Selangor",03-32138029,Sabak Bernam
Selangor,80,KD Sri Cheeding,"KD Sri Cheeding, Sri Cheeding, Banting, 42700, Kuala Langat, Selangor",03-31916672,Kuala Langat
Selangor,81,KD Sri Tiram Jaya,"KD Sri Tiram Jaya, Sri Tiram Jaya, Tanjong Karang, 45500, Kuala Selangor, Selangor",03-32693271,Kuala Selangor
Selangor,82,KD Sungai Buah,"KD Sungai Buah, JKR 248, Batu 30, Jalan Kajang, Dengkil, 43800, Sepang, Selangor",03-89267850,Sepang
Selangor,83,KD Sungai Buaya,"KD Sungai Buaya, Banting, 42700, Kuala Langat, Selangor",03-31201144,Kuala Langat
Selangor,84,KD Sungai Burung,"KD Sungai Burung, Batu 12, Jalan Bernam, Tanjung Karang, 45500, Kuala Selangor, Selangor",03-32693262,Kuala Selangor
Selangor,85,KD Sungai Burung,"KD Sungai Burung, Jalan Pancang Bedena, 45300, Sabak Bernam, Selangor",03-32246008,Sabak Bernam
Selangor,86,KD Sungai Gulang-Gulang,"KD Sungai Gulang-Gulang, Jalan Sungai Gulang-Gulang, Tanjung Karang, 45500, Kuala Selangor, Selangor",03-32693277,Kuala Selangor
Selangor,87,KD Sungai Kelambu,"KD Sungai Kelambu, Jalan Semarak 1, Kg Sungai Kelambu, Banting, 42700, Kuala Langat, Selangor",03-31812101,Kuala Langat
Selangor,88,KD Sungai Lalang,"KD Sungai Lalang, Sungai Lalang, Semenyih, 43500, Hulu Langat, Selangor",03-87235660,Hulu Langat
Selangor,89,KD Sungai Lima,"KD Sungai Lima, Pulau Ketam, 42490, Klang, Selangor",03-33723668,Klang
Selangor,90,KD Sungai Lui,"KD Sungai Lui, Bt 21, 43200, Hulu Langat, Selangor",03-90211153,Hulu Langat
Selangor,91,KD Sungai Nibong,"KD Sungai Nibong, Jalan Besar Kg. Sg Nibong, Sekincan, 45400, Sabak Bernam, Selangor",03-32245784,Sabak Bernam
Selangor,92,KD Sungai Ramal Luar,"KD Sungai Ramal Luar, Jalan Mentri, Sg Ramal Luar, Kajang, 43000, Hulu Langat, Selangor",03-87346542,Hulu Langat
Selangor,93,KD Sungai Sembilang,"KD Sungai Sembilang, Jeram, 45800, Kuala Selangor, Selangor",03-32646092,Kuala Selangor
Selangor,94,KD Sungai Serai,"KD Sungai Serai, Lorong Serai 2, Kg Sungai Serai, Kuang, Rawang, 48050, Gombak, Selangor",03-60371099,Gombak
Selangor,95,KD Sungai Serdang,"KD Sungai Serdang, Batu 13, Kampung Sungai Serdang, Kapar, 42200, Klang, Selangor",03-32502886,Klang
Selangor,96,KD Sungai Sireh,"KD Sungai Sireh, Kampung Sungai Sireh, Tanjong Karang, 45500, Kuala Selangor, Selangor",03-32693086,Kuala Selangor
Selangor,97,KD Sungai Tekali,"KD Sungai Tekali, Sungai Tekali, 43100, Hulu Langat, Selangor",03-90215134,Hulu Langat
Selangor,98,KD Sungai Tengi,"KD Sungai Tengi, Hulu Selangor, 44010, Hulu Selangor, Selangor",03-60421861,Hulu Selangor
Selangor,99,KD Sungai Tengi Selatan,"KD Sungai Tengi Selatan, Kuala Kubu Baru, 44010, Hulu Selangor, Selangor",03-60421842,Hulu Selangor
Selangor,100,KD Sungai Udang,"KD Sungai Udang, Lot 2183, jalan Sungai Udang, 41250, Klang, Selangor",03-33735198,Klang
Selangor,101,KD Tebuk Mufrat,"KD Tebuk Mufrat, Batu 1, Jalan Feri, Jalan Tebuk Mufrat, Sungai Air Tawar, 45100, Sabak Bernam, Selangor",03-32137397,Sabak Bernam
Selangor,102,KD Telok Bunut,"KD Telok Bunut, Banting, 42700, Kuala Langat, Selangor",03-31803441,Kuala Langat
Selangor,103,KD Telok Gong,"KD Telok Gong, Jalan Telok Gong,  Pelabuhan Klang, 42000, Klang, Selangor",03-31342985,Klang
Selangor,104,KD Telok Menegon,"KD Telok Menegon,  Klang, 41000, Klang, Selangor",03-33725531,Klang
Selangor,105,KD Teluk Rhu,"KD Teluk Rhu, Jalan Besar Kg. Teluk Rhu, Sungai Air Tawar, 45100, Sabak Bernam, Selangor",03-32136000,Sabak Bernam
Selangor,106,KD Tiram Setia,"KD Tiram Setia, Tanjung Karang, 45500, Kuala Selangor, Selangor",03-32693117,Kuala Selangor
Selangor,107,KD Tumbuk Darat,"KD Tumbuk Darat, JKR 1327, Jalan Tumbok Darat, Kg Tumbok Darat Tanjung Sepat, 42800, Kuala Langat, Selangor",03-31973198,Kuala Langat
Selangor,108,KD Ulu Chucuh,"KD Ulu Chucuh, Sungai Pelek, 43950, Sepang, Selangor",03-31413122,Sepang
Selangor,109,KD Ulu Yam Lama,"KD Ulu Yam Lama, Batang Kali, 44300, Hulu Selangor, Selangor",03-60751680,Hulu Selangor
Selangor,110,KK Ampang,"KK Ampang, Jalan Mewah 3, Pekan Ampang, 68000, Hulu Langat, Selangor",03-42923332                  03-42928559 (MCH),Hulu Langat
Selangor,111,KK Anika Klang,"KK Anika Klang, Jalan Pegawai, Off Tengku Kelana, Klang, 41000, Klang, Selangor",03-33748019,Klang
Selangor,112,KK AU2,"KK AU2, Jalan AU2, Taman Seri Keramat, Kuala Lumpur, 54200, Gombak, Selangor",03-42579466,Gombak
Selangor,113,KK Bagan Terap,"KK Bagan Terap, Jalan Bagan Terap, Sungai Besar, 45300, Sabak Bernam, Selangor",03-32162722,Sabak Bernam
Selangor,114,KK Balakong,"KK Balakong, Kampung Baru Balakong, Balakong, 43300, Hulu Langat, Selangor",03-89612040,Hulu Langat
Selangor,115,KK Bandar Baru Bangi,"KK Bandar Baru Bangi, Jalan Persiaran 3, Seksyen 3, Bandar Baru Bangi, 43650, Hulu Langat, Selangor",03-89258707,Hulu Langat
Selangor,116,KK Bandar Botanik,"KK Bandar Botanik, Blok A, Jalan Langat Bandar Botanik, Klang, 41200, Klang, Selangor",03-33244260,Klang
Selangor,117,KK Bandar Seri Putra,"KK Bandar Seri Putra, Jalan Seri Putra, Bandar Seri Putra Bangi, Kajang, 43000, Hulu Langat, Selangor",03-89258518,Hulu Langat
Selangor,118,KK Bandar Tun Hussien Onn,"KK Bandar Tun Hussien Onn, Jalan Suadamai, Bandar Tun Hussien Onn, Cheras, 43200, Hulu Langat, Selangor",03- 90810142                03- 90813792,Hulu Langat
Selangor,119,KK Batu 13 1/2 Puchong,"KK Batu 13 1/2 Puchong, Batu 13 1/2 Puchong, 47800, Petaling, Selangor",03-80623984,Petaling
Selangor,120,KK Batu 14,"KK Batu 14, Batu 13 3/4, Hulu Langat, 43100, Hulu Langat, Selangor",03-90211414                03-90216721 (MCH),Hulu Langat
Selangor,121,KK Batu 8 Gombak,"KK Batu 8 Gombak, Batu 8, Jalan Gombak Utara, Gombak, 53100, Gombak, Selangor",03-61889704,Gombak
Selangor,122,KK Batu 9,"KK Batu 9, Batu 9, Cheras, 43200, Hulu Langat, Selangor",03-90758046,Hulu Langat
Selangor,123,KK Batu Arang,"KK Batu Arang, JKR G/1325, Batu Arang, 48100, Gombak, Selangor",03-60352287,Gombak
Selangor,124,KK Beranang,"KK Beranang, Jalan Seremban, Beranang, 43700, Hulu Langat, Selangor",03-87667577,Hulu Langat
Selangor,125,KK Bestari Jaya,"KK Bestari Jaya, Lot 1867 Jalan Kampong, 45600, Kuala Selangor, Selangor",03-32719151,Kuala Selangor
Selangor,126,KK Bukit Cerakah,"KK Bukit Cerakah, Jalan Rizab Masjid, Kg Bukit Cherakah, Jeram, 45800, Kuala Selangor, Selangor",03-32640014,Kuala Selangor
Selangor,127,KK Bukit Changgang,"KK Bukit Changgang, Jalan Labohan Dagang, Banting, 42700, Kuala Langat, Selangor",03-31491355,Kuala Langat
Selangor,128,KK Bukit Kuda,"KK Bukit Kuda, Jalan Batu Tiga Lama, Klang, 41300, Klang, Selangor",03-33488174,Klang
Selangor,129,KK Bukit Naga,"KK Bukit Naga, Seksyen 32, Shah Alam, 40460, Klang, Selangor",03-51611685,Klang
Selangor,130,KK Cyberjaya,"D/A Asrama Jururawat Hospital Cyberjaya, Persiaran Multimedia, Cyber 11, 63000 Cyberjaya",03-8706 6001,Cyber 11
Selangor,131,KK Dengkil,"KK Dengkil, Jalan Besar Dengkil, Dengkil, Sepang, 43800, Sepang, Selangor",03-87686355,Sepang
Selangor,132,KK Gombak Setia,"KK Gombak Setia, Pt 4453, Lorong Penghulu, Gombak Setia, 53100 Gombak, Selangor",0361770726 (MCH)                    03-61770305,53100 Gombak
Selangor,133,KK Hulu Kelang,"KK Hulu Kelang, Jalan Datok Abu Samah Kampong Pasir, Ampang, 68000, Gombak, Selangor",03-41056640,Gombak
Selangor,134,KK Ijok,"KK Ijok, JKR 1087 Jalan Simpang Tiga, Ijok, 45600, Kuala Selangor, Selangor",03-32791167,Kuala Selangor
Selangor,135,KK Jenjarom,"KK Jenjarom, Jenjorom, Kuala Langat, Jalan Besar, Banting, 42700, Kuala Langat, Selangor",03-31913066,Kuala Langat
Selangor,136,KK Jeram,"KK Jeram, Jeram, 45800, Kuala Selangor, Selangor",03-32647075,Kuala Selangor
Selangor,137,KK Kajang,"KK Kajang, Klinik Komuniti Kajang, Jalan Semenyih, Kajang, 43000, Hulu Langat, Selangor",03-87395764                 03-87347428 (MCH),Hulu Langat
Selangor,138,KK Kalumpang,"KK Kalumpang, Kerling, Hulu Selangor, 44100, Hulu Selangor, Selangor",03-60491426,Hulu Selangor
Selangor,139,KK Kampung Bandar,"KK Kampung Bandar, Jalan Kurau, Banting, 42700, Kuala Langat, Selangor",03-31201333,Kuala Langat
Selangor,140,KK Kampung Sungai Lang,"KK Kampung Sungai Lang, Banting, Selangor, 42700, Kuala Langat, Selangor",03-31803739,Kuala Langat
Selangor,141,KK Kanchong Darat,"KK Kanchong Darat, Jalan Durian, Kanchong Darat, 42700, Kuala Langat, Selangor",03-31871934,Kuala Langat
Selangor,142,KK Kapar,"KK Kapar, PT 7363, Batu 10, Jalan Kapar, 42200, Klang, Selangor",03-32501821,Klang
Selangor,143,KK Kebun Baru,"KK Kebun Baru, Jalan Dato Kasman, Kebun Baru, Teluk Panglima Garang, 42500, Kuala Langat, Selangor",03-31220943,Kuala Langat
Selangor,144,KK Kelana Jaya,"KK Kelana Jaya, Lot.38294, Jln SS6/3A Kelana Jaya, 47301, Petaling, Selangor",03-78045001,Petaling
Selangor,145,KK Kg. Melayu Subang,"Klinik Kesihatan Kg. Melayu Subang, Jalan Merbau, Kg. Melayu Subang, 40152 Petaling, Selangor",03-78472461,40152 Petaling
Selangor,146,KK Kota Damansara,"KK Kota Damansara, No. 58 Tingkat 3, Jalan Pekaka 8/3, Kota Damansara, 47810, Petaling, Selangor",03-61401078 / 03-61401026,Petaling
Selangor,147,KK Kuala Selangor,"KK Kuala Selangor, Jalan Klinik, Kuala Selangor, 45000, Kuala Selangor, Selangor",03-32891142,Kuala Selangor
Selangor,148,KK Kuang,"KK Kuang, Batu 20, Kuang, Rawang, 48050, Gombak, Selangor",03-60371355,Gombak
Selangor,149,KK Merbau Berdarah,"KK Merbau Berdarah, Jalan Sungai Panjang, Sabak Bernam, 45300, Sabak Bernam, Selangor",03-32161694,Sabak Bernam
Selangor,150,KK Meru,"KK Meru, PT 55/61, Jalan Kenangan, Meru, 41050, Klang, Selangor",03-33921355,Klang
Selangor,151,KK Pandamaran,"KK Pandamaran, Persiaran Raja Muda Musa, Pelabuhan Klang, 42000, Klang, Selangor",03-31658769 / 03-31658770,Klang
Selangor,152,KK Parit Baru,"KK Parit Baru, Jalan Masjid, Sungai Air Tawar, 45100, Sabak Bernam, Selangor",03-32136223,Sabak Bernam
Selangor,153,KK Paya Jaras,"KK Paya Jaras, Bt.15 Sungai Buloh, Sg Buloh, 47000, Petaling, Selangor",03-61579135,Petaling
Selangor,154,KK Pelabuhan Klang,"KK Pelabuhan Klang, Jalan Limbungan, Pelabuhan Klang, 42000, Klang, Selangor",03-31658459,Klang
Selangor,155,KK Puchong,"KK Puchong, Batu 14, Jalan Puchong, Puchong, 47100, Petaling, Selangor",03-80611814,Petaling
Selangor,156,KK Pulau Indah,"KK Pulau Indah, Jalan Rahmat, Pelabuhan Klang, 42920, Klang, Selangor",03-31012035,Klang
Selangor,157,KK Pulau Ketam,"KK Pulau Ketam, PT 14208, Jalan Merdeka, Pulau Ketam, Klang, 42940, Klang, Selangor",03-31104206,Klang
Selangor,158,KK Rantau Panjang,"KK Rantau Panjang, Jalan Rantau Panjang, Klang, 42100, Klang, Selangor",03-32916930,Klang
Selangor,159,KK Rasa,"KK Rasa, Jalan Besar, Rasa, Hulu Selangor, 44200, Hulu Selangor, Selangor",03-60573264,Hulu Selangor
Selangor,160,KK Rawang,"KK Rawang, Taman Rawang Perdana, Rawang, 48000, Gombak, Selangor",03-60919055,Gombak
Selangor,161,KK Rinching Tengah,"KK Rinching Tengah, Kampung Rinching Tengah, Beranang, 43700, Hulu Langat, Selangor",03-87231201,Hulu Langat
Selangor,162,KK Sabak Bernam,"KK Sabak Bernam, Jalan Raja Chulan, Sabak Bernam, 45200, Sabak Bernam, Selangor",03-32161355,Sabak Bernam
Selangor,163,KK Salak,"KK Salak, Jalan Salak, Sepang, 43900, Sepang, Selangor",03-87069001,Sepang
Selangor,164,KK Sekinchan,"KK Sekinchan, Jalan Pekan, Sekincan, Sabak Bernam, 45100, Sabak Bernam, Selangor",03-32410331,Sabak Bernam
Selangor,165,KK Seksyen 19,"KK Seksyen 19, Jalan Gelora 19/46, Seksyen 19, Shah Alam, 40300, Petaling, Selangor",03-55413570,Petaling
