State,No.,Facility Name,Full Address,Phone Number
Sarawak,196,KK Sungai Asap,"KK Sungai Asap, Pekan Sungai Asap, 96800 Belaga, 96800, Belaga, Sarawak",013-8657739 (JM)
Sarawak,197,KK Sungai Koyan,"KK Sungai Koyan, Kampung Sungai Koyan, 96800 Belaga, 96800, Belaga, Sarawak",09-3401533
Sarawak,198,KK Taman Negara Mulu,"KK Taman Negara Mulu, Lot 696 Block 361 Oya-Dalat Land District, Matu, Sarawak, 98050, Marudi, Sarawak",085-792115 / 011-2212344
Sarawak,199,KK Tanah Puteh,"KK Tanah Puteh, Tanah Puteh, Jalan Pending, Kuching, 93450, Kuching, Sarawak",082-344011/ 082-482573 / 342011
Sarawak,200,KK Tang Lapadan,"KK Tang Lapadan, Tang Lapadan, 98850 Lawas, 98850, Lawas, Sarawak",085-283781 (PKD)
Sarawak,201,KK Tanjung Bijat,"KK Tanjung Bijat, Kampung Tanjung Bilat, 95007 Sri Aman, Sarawak, 95000, Sri Aman, Sarawak",083-309476
Sarawak,202,KK Tanjung Manis,"KK Tanjung Manis, Pekan Tanjung Manis, 96200 Daro, Sarawak, 96150, Tanjung Manis, Sarawak",084-613236
Sarawak,203,KK Tarat,"KK Tarat, Pekan Tarat, 94700 Serian, Sarawak, 94700, Serian, Sarawak",082-876591
Sarawak,204,KK Tatau,"KK Tatau, Pekan Tatau, 97000 Baintulu, Sarawak, 97200, Tatau, Sarawak",086-584619
Sarawak,205,KK Tebakang,"KK Tebakang, Kampung Tebekang, 94750 Tekabang, Sarawak, 94750, Serian, Sarawak",082-895625
Sarawak,206,KK Tebedu,"KK Tebedu, Pekan Tebedu, 94750 Tebedu, Sarawak, 94750, Tebedu, Sarawak",082-797219
Sarawak,207,KK Tekajong,"KK Tekajong, Lot 245 Bruit Land District, 96200, Daro, Sarawak",019-8364561
Sarawak,208,KK Telaga Air,"KK Telaga Air, Jalan Matang, Kampung Telaga Air, 93150 Kuching, 93050, Kuching, Sarawak",082-843200
Sarawak,209,KK Teng Bukap,"KK Teng Bukap, Teng Bukap, KM 15 Jln Padawan, Kuching, Sarawak, 93250, Serian, Sarawak",082-750530 / 011-217104
Sarawak,210,KK Tepus,"KK Tepus, Pekan Tepus, 96000 Selangau, Sarawak, 96000, Selangau, Sarawak",-
Sarawak,211,KK Tg.Embang,"KK Tg.Embang, Kampung Tanjung Embang, 93150 Kuching, 93150, Kuching, Sarawak",082-226454/ 082-257867 (PKB)
Sarawak,212,KK Tian,"KK Tian, Kampung Tian, 96250 Matu, Sarawak, 96250, Matu, Sarawak",084-832733
Sarawak,213,KK Triboh,"KK Triboh, Kampung Triboh, 94700 Serian, Sarawak, 94700, Serian, Sarawak",082-870321
Sarawak,214,KK Trusan,"KK Trusan, Pekan Trusan, 98850 Lawas, 98850, Lawas, Sarawak",085-282380
Sarawak,215,KK Tubau,"KK Tubau, Pekan Tubau, 97000 Bintulu, Sarawak, 97000, Sebauh, Sarawak",086-469187
Sarawak,216,KK Tudan,"KK Tudan, Jalan Tudan Permyjaya, 98100 Lutong, 98100, Miri, Sarawak",085-654404
Sarawak,217,KK Tuie,"KK Tuie, Kampung Tuie, Pusa, Saribas, 95500, Betong, Sarawak",083-569508
Sarawak,218,KK Tun Haji Openg,"KK Tun Haji Openg, Jalan Tun Haji Openg, 98000 Miri, Sarawak, 98000, Subis, Sarawak",085-424722 (PKB)
Sarawak,219,KK Tunoh Scheme,"KK Tunoh Scheme, Kampung Tunoh Scheme, 96800 Kapit, Sarawak, 96800, Bukit Mabong, Sarawak",084-796404 (PKD)
Sarawak,220,KK Ulu Teru,"KK Ulu Teru, Ulu Teru, 98050 Baram, Sarawak, 98050, Telang Usan, Sarawak",013-2865607
Sarawak,221,KK Uma Sambop,"KK Uma Sambop, Kampung Uma Sambop, 96800 Belaga, 96900, Belaga, Sarawak",086-485165
Sarawak,222,KK UTC Kuching,"KK UTC Kuching, Aras 2, UTC Sarawak, Jalan Bukit Mata, Kuching, 93100, Kuching, Sarawak",082-243569
Sarawak,223,KK UTC Miri,"KK UTC Miri, Lot 317 Block 94 Balingian Land District, Balingian, 98000, Miri, Sarawak",085-423533 / 085-429433 / 085-436533
Sarawak,224,KK UTC Sibu,"KK UTC Sibu, Central Market, Municipal Council Sibu, Sarawak, 96000, Sibu, Sarawak",084-316201
Sarawak,225,KKIA Batu Kawa,"KKIA Batu Kawa, Jalan Ensing, 93250 Kuching, Sarawak, 93250, Kuching, Sarawak",082-685830
Sarawak,226,KKIA Bau,"KKIA Bau, d/a Peg. Kesihatan Bahagian, Bahagian Kuching, Jalan Tun Ahmad Zaidi Adruce, Kuching, 94000, Bau, Sarawak",082-763711
Sarawak,227,KKIA Betong,"KKIA Betong, d/a Peg. Kesihatan Bahagian, Bahagian Betong, 95700, Betong, Sarawak",083-472821
Sarawak,228,KKIA Bintawa,"KKIA Bintawa, d/a Peg. Kesihatan Bahagian, Bahagian Kuching, Jalan Tuan Ahmad Zaidi Adruce, 93050 Kuching, Sarawak, 93050, Kuching, Sarawak",082-444840
Sarawak,229,KKIA Dalat,"KKIA Dalat, Hospital Dalat, Fasa 1, 96300, Dalat, Sarawak",084-864269 (ext.210)
Sarawak,230,KKIA Gita,"KKIA Gita, Jalan Semarak, Kg. Pinang Jawa, Batu 2 1/2, 93050, Kuching, Sarawak",082-240991
Sarawak,231,KKIA Jalan Sekama,"KKIA Jalan Sekama, Jalan Sekama, 93300 Kuching, Sarawak, 93300, Kuching, Sarawak",082-337093
Sarawak,232,KKIA Jawa,"KKIA Jawa, d/a Peg. Kesihatan Bahagian, Bahagian Kuching, Jalan Tun Ahmad Zaidi Adruce, Kuching, 93400, Kuching, Sarawak",082-240694
Sarawak,233,KKIA Kanowit,"KKIA Kanowit, d/a Peg. Kesihatan Daerah Kanowit, Daerah Kanowit, Saratok, 96700, Kanowit, Sarawak",084-752333
Sarawak,234,KKIA Kidurong,"KKIA Kidurong, Pej. Kesihatan Bahagian, Bahagian Bintulu, Jalan Tun Ahmad Zaidi, 97000, Bintulu, Sarawak",086-251599 / 019-8179076
Sarawak,235,KKIA Kota Padawan,"KKIA Kota Padawan , Batu 10, Jalan Puncak Borneo, 93250, Kuching, Sarawak",082-617687
Sarawak,236,KKIA Lambir,"KKIA Lambir, d/a Pejabat Kesihatan Bahagian Miri, Jalan Temenggong Oyong Lawai Jau, 98000, Miri, Sarawak",085-611578
Sarawak,237,KKIA Limbang,"KKIA Limbang, d/a Peg. Kesihatan Bahagian, Bahagian Limbang, Jalan Pandaruan, Limbang, 98700, Limbang, Sarawak",085-211046 (ext.136)
Sarawak,238,KKIA Lundu,"KKIA Lundu, d/a Peg. Kesihatan Daerah, Daerah Lundu, Jalan Lundu / Sekambal, Lundu, 94500, Lundu, Sarawak",082-735042
Sarawak,239,KKIA Miri,"KKIA Miri, d/a Pejabat Kesihatan Bahagian Miri, Jalan Temenggong Oyong Lawai Jau, 98000, Miri, Sarawak",085-436042
Sarawak,240,KKIA Mukah,"KKIA Mukah, d/a Pejabat Kesihatan Bahagian Mukah, Jalan Haji Muhammad Pauzi, 96400, Mukah, Sarawak",084-873301
Sarawak,241,KKIA RCBM,"KKIA RCBM, KM13, Jalan Puncak Borneo, 93250, Kuching, Sarawak",082-614494
Sarawak,242,KKIA Saratok,"KKIA Saratok, d/a Peg. Kesihatan Daerah Saratok, Daerah Saratok, 95400 Saratok, Sarawak, 95400, Saratok, Sarawak",083-436222
Sarawak,243,KKIA Sebisak,"KKIA Sebisak, Tingkat 1, Sublot 396-397, Lot 2071 dan 539, Jalan Muara Tuang, Taman Suria 1, 94300, Samarahan, Sarawak",082-379702
Sarawak,244,KKIA Serian,"KKIA Serian, Jln Bunga Tanjong, 94700 Serian, Sarawak, 94700, Serian, Sarawak",082-876904
Sarawak,245,KKIA Simunjan Bandar,"KKIA Simunjan Bandar, Jalan Sabun, 84800 Simunjan, Sarawak, 94800, Simunjan, Sarawak",082-803709
Sarawak,246,KKIA Simunjan Hospital,"KKIA Simunjan Hospital, Hospital Simunjan, Jalan Gunung Ngeli, 94800 Simunjan, Sarawak, 94800, Simunjan, Sarawak",082-895435
Sarawak,247,KKIA Taman Tunku,"KKIA Taman Tunku, Lot 927(2351), Neighbourhood Shopping Centre, Taman Tunku, Miri, 98000, Miri, Sarawak",085-612804
Selangor,1,KD Asam Jawa,"KD Asam Jawa, Jalan Bukit Rotan, Bukit Rotan , 45700, Kuala Selangor, Selangor",03-32892771
Selangor,2,KD Bagan Pasir,"KD Bagan Pasir, Jalan Bagan Pasir, Tanjong Karang, 45500, Kuala Selangor, Selangor",03-32693302
Selangor,3,KD Bagan Teochew,"KD Bagan Teochew, Bagan Teochew, Pulau Ketam, 42490, Klang, Selangor",03-31105254
Selangor,4,KD Bangi Lama,"KD Bangi Lama, Jalan Besar Bangi, Kajang, 43000, Hulu Langat, Selangor",03-89202534
Selangor,5,KD Batang Kali,"KD Batang Kali, Batang Kali, Hulu Selangor, 44300, Hulu Selangor, Selangor",03-60574429
Selangor,6,KD Batu 18,"KD Batu 18, Batu 18, 43200, Hulu Langat, Selangor",03-90213210
Selangor,7,KD Batu 4 Sepintas,"KD Batu 4 Sepintas, Jalan Sekolah, 45200, Sabak Bernam, Selangor",03-32165029
Selangor,8,KD Batu Belah Klang,"KD Batu Belah Klang, 235 Jalan Istimewa, 42100, Klang, Selangor",03-33944304
Selangor,9,KD Batu Laut,"KD Batu Laut, Batu Laut, 42800, Kuala Langat, Selangor",03-31481053
Selangor,10,KD Berjuntai Bistari,"KD Berjuntai Bistari, Kampung Bestari Jaya, Bestari Jaya, 45600, Kuala Selangor, Selangor",03-32710900
Selangor,11,KD Broga,"KD Broga, Broga, Semenyih, 43500, Hulu Langat, Selangor",03-87611006
Selangor,12,KD Bukit Badong,"KD Bukit Badong, Jalan Dato' Karjan, 45600, Kuala Selangor, Selangor",03-32762680
Selangor,13,KD Bukit Bangkong,"KD Bukit Bangkong, Sungai Pelek, 43950, Sepang, Selangor",03-31421158
Selangor,14,KD Bukit Belimbing,"KD Bukit Belimbing, Bukit Belimbing, 45000, Kuala Selangor, Selangor",03-32606824
Selangor,15,KD Bukit Kapar,"KD Bukit Kapar, Jalan Iskandar, Kapar, 42200, Klang, Selangor",03-33927901
Selangor,16,KD Bukit Kerayong,"KD Bukit Kerayong, JKR 177, Jalan Sekolah, Kapar, Klang, 45800, Kuala Selangor, Selangor",03-33927954
Selangor,17,KD Bukit Kuching,"KD Bukit Kuching, Jeram, 45800, Kuala Selangor, Selangor",03-32640557
Selangor,18,KD Dato Abu Bakar Baginda,"KD Dato Abu Bakar Baginda, Kajang, 43000, Sepang, Selangor",03-89263446
Selangor,19,KD Dusun Tua,"KD Dusun Tua, Batu 16, 43200, Hulu Langat, Selangor",03-90213221
Selangor,20,KD Geching,"KD Geching, Jalan Labu Lanjut, 43900, Sepang, Selangor",03-87068841
Selangor,21,KD Gedangsa,"KD Gedangsa, Felda Gedangsa, Kuala Kubu Baru, 44020, Hulu Selangor, Selangor",03-60463833
Selangor,22,KD Genting Malek,"KD Genting Malek, Genting Malek, 44300, Hulu Selangor, Selangor",03-69574413
Selangor,23,KD Hulu Rening,"KD Hulu Rening, Hulu Rening, 44300, Hulu Selangor, Selangor",03-60573824
Selangor,24,KD Jalan Kebun,"KD Jalan Kebun, Batu 7, Jalan Kebun, 42450, Klang, Selangor",03-51618006
Selangor,25,KD Jaya Setia,"KD Jaya Setia, Bestari Jaya, 45600, Kuala Selangor, Selangor",03-32717050
Selangor,26,KD Jenderam Hulu,"KD Jenderam Hulu, Kampung Jenderam Hulu, Dengkil, 43800, Sepang, Selangor",03-87689868
Selangor,27,KD Kampong Padang,"KD Kampong Padang, Hulu Langat, 43100, Hulu Langat, Selangor",03-90216636
Selangor,28,KD Kampung Banting,"KD Kampung Banting, Jalan Kg. Banting, Sungai Air Tawar, 45100, Sabak Bernam, Selangor",03-32164959
Selangor,29,KD Kampung Baru,"KD Kampung Baru, Jalan Kg. Baru, 45100, Sabak Bernam, Selangor",03-32163010
Selangor,30,KD Kampung Batu 38,"KD Kampung Batu 38, Jalan Sekendi Batu 38, 45200, Sabak Bernam, Selangor",03-32164425
Selangor,31,KD Kampung Damansara,"KD Kampung Damansara, Jln.17A/9 Seksyen 17, 46400, Petaling, Selangor",03-79566394
Selangor,32,KD Kampung Endah,"KD Kampung Endah, Kampung Endah, 42700, Kuala Langat, Selangor",03-31982741
Selangor,33,KD Kampung Gesir Tengah,"KD Kampung Gesir Tengah, Kampung Gesir Tengah, 44020, Hulu Selangor, Selangor",03-4543221
Selangor,34,KD Kampung Jawa,"KD Kampung Jawa, Batu 2, Jalan Syahbandaraya, 41000, Klang, Selangor",03-33735435
Selangor,35,KD Kampung Jenjarom,"KD Kampung Jenjarom, Kampung Jenjarom, 42600, Kuala Langat, Selangor",03-31914601
Selangor,36,KD Kampung Kenanga,"KD Kampung Kenanga, JKR-1, Jalan Ipoh Kg Baru, 48000, Gombak, Selangor",03-60920184
Selangor,37,KD Kampung Kuantan,"KD Kampung Kuantan,  Kuala Selangor, 45600, Kuala Selangor, Selangor",03-32604515
Selangor,38,KD Kampung Medan,"KD Kampung Medan, Kampung Medan, Banting, 42500, Kuala Langat, Selangor",03-31221446
Selangor,39,KD Kampung Nenas,"KD Kampung Nenas, Jalan Kopi, Kampung Nenas, Kapar, 42200, Klang, Selangor",03-33920554
Selangor,40,KD Kampung Pendamar,"KD Kampung Pendamar, JKR 12294, Kampung Pendamar, 41200, Klang, Selangor",03-31653679
Selangor,41,KD Kampung Sekendi,"KD Kampung Sekendi, Jalan Batu 36, 45100, Sabak Bernam, Selangor",03-32164381
Selangor,42,KD Kampung Sungai Pulai,"KD Kampung Sungai Pulai, Jalan Bagan Sg Pulai, 45200, Sabak Bernam, Selangor",03-32164926
Selangor,43,KD Kampung Sungai Tengar,"KD Kampung Sungai Tengar, Jalan Besar Sg. Tengar, 45100, Sabak Bernam, Selangor",03-32138700
Selangor,44,KD Kampung Tok Muda,"KD Kampung Tok Muda, Batu 12 1/2, Kampung Tok Muda, 42200, Klang, Selangor",03-32501002
Selangor,45,KD Kanchong Tengah,"KD Kanchong Tengah, Kanchong Tengah, Banting, 42700, Kuala Langat, Selangor",03-31818655
Selangor,46,KD Kelanang,"KD Kelanang, Banting, 42700, Kuala Langat, Selangor",03-31203776
Selangor,47,KD Kerling,"KD Kerling, Kerling, 44100, Hulu Selangor, Selangor",03-60482063
Selangor,48,KD Kg Gurney,"KD Kg Gurney, Kampung Gurney, 44300, Hulu Selangor, Selangor",03-60751401
Selangor,49,KD Kundang,"KD Kundang, Tanjung Sepat, 42800, Kuala Langat, Selangor",03-31481769
Selangor,50,KD Kundang,"KD Kundang, Jalan Sekolah, Kundang, Rawang, 48050, Gombak, Selangor",03-60344072
Selangor,51,KD Labohan Dagang,"KD Labohan Dagang, JKR 456, Kuarters Labohan Dagang, Banting, 42700, Kuala Langat, Selangor",03-31494522
Selangor,52,KD Lubuk Pusing,"KD Lubuk Pusing, Jalan Pt. 13 Kg. Tok Khalifah, Sungai Besar, 45100, Sabak Bernam, Selangor",03-32165710
Selangor,53,KD Merbau Sempak,"KD Merbau Sempak, Bt18, Jln Kuala Selangor, Sungai Buloh, 47000, Petaling, Selangor",03-60386399
Selangor,54,KD Minangkabau,"KD Minangkabau, Minangkabau, Beranang, 43700, Hulu Langat, Selangor",03-87668292
Selangor,55,KD Morib,"KD Morib, Banting, 42700, Kuala Langat, Selangor",03-31981091
Selangor,56,KD Olak Lempit,"KD Olak Lempit, Olak Lempit, Banting, 42700, Kuala Langat, Selangor",03-31491664
Selangor,57,KD Padang Jawa,"KD Padang Jawa, 5317 Jalan Padang, 41300, Klang, Selangor",03-55122706
Selangor,58,KD Parit 12,"KD Parit 12, Jalan Parit 12 Timur, Sungai Besar, 45300, Sabak Bernam, Selangor",03-32242413
Selangor,59,KD Parit 4,"KD Parit 4, Jalan Peket 20, Kampung Sg. Haji Dorani Jalan Pekan Selasa, Sungai Besar, 45300, Sabak Bernam, Selangor",03-32241650
Selangor,60,KD Parit 6,"KD Parit 6, Jalan Parit 6 Timur, Sungai Besar, 45300, Sabak Bernam, Selangor",03-32243869
Selangor,61,KD Parit 9,"KD Parit 9, Jalan Parit 9, Kg. Sg. Leman, Sekincan, 45400, Sabak Bernam, Selangor",03-32415372
Selangor,62,KD Parit 9 Sungai Besar,"KD Parit 9 Sungai Besar, Jalan Parit 9 Barat Sungai Besar, 45300, Sabak Bernam, Selangor",03-32242000
Selangor,63,KD Parit Baru Baroh,"KD Parit Baru Baroh, Jalan Bagan Parit Baru Baroh, Sungai Air Tawar, 45100, Sabak Bernam, Selangor",03-32138300
Selangor,64,KD Parit Empat,"KD Parit Empat, Ban 2, Tanjung Karang, 45500, Kuala Selangor, Selangor",03-32414894
Selangor,65,KD Pasir Panjang,"KD Pasir Panjang, Jalan Besar Pekan Pasir Panjang, Sekincan, 45400, Sabak Bernam, Selangor",03-32415343
Selangor,66,KD Pasir Penambang,"KD Pasir Penambang, Pasir Penambang, 45000, Kuala Selangor, Selangor",03-32602410
Selangor,67,KD Permatang Pasir,"KD Permatang Pasir, Permatang Pasir, Banting, 42700, Kuala Langat, Selangor",03-31203602
Selangor,68,KD Pulau Meranti,"KD Pulau Meranti, Puchong, 47100, Sepang, Selangor",03-80618094
Selangor,69,KD Punchak Alam,"KD Punchak Alam, 89 Lorong Naluri Sukma 8/14, Bandar Puncak Alam, 45010, Kuala Selangor, Selangor",03-33927524
Selangor,70,KD Raja Musa,"KD Raja Musa, Bt 8 Jalan Raja Musa, Bestari Jaya, 45600, Kuala Selangor, Selangor",03-32894516
Selangor,71,KD Rinching Hilir,"KD Rinching Hilir, Rinching Hilir, Semenyih, 43000, Hulu Langat, Selangor",03-89202218
Selangor,72,KD RKT Sg. Merab Dalam,"KD RKT Sg. Merab Dalam, Kajang, 43000, Sepang, Selangor",03-89269536
Selangor,73,KD Sawah Sempadan,"KD Sawah Sempadan, Tanjung Karang, 45500, Kuala Selangor, Selangor",03-32604196
Selangor,74,KD Selayang Baru,"KD Selayang Baru, Jalan 9 Selayang Baru, Batu Caves, 68100, Gombak, Selangor",03-61372709
Selangor,75,KD Sementa,"KD Sementa, Batu 6, Jalan Sementa, Jalan Kapar Kapar, 42260, Klang, Selangor",03-32916371
Selangor,76,KD Sg. Merab Luar,"KD Sg. Merab Luar, Kajang, 43000, Sepang, Selangor",03-89255809
Selangor,77,KD Sijangkang Dalam,"KD Sijangkang Dalam, Sijangkang Dalam, Teluk Panglima Garang, 42500, Kuala Langat, Selangor",03-31220064
Selangor,78,KD Sijangkang Luar,"KD Sijangkang Luar, Sijangkang Luar, Teluk Panglima Garang, 42500, Kuala Langat, Selangor",03-31222510
Selangor,79,KD Simpang 4,"KD Simpang 4, Jalan Bagan Nakhoda Omar, Sungai Air Tawar, 45100, Sabak Bernam, Selangor",03-32138029
Selangor,80,KD Sri Cheeding,"KD Sri Cheeding, Sri Cheeding, Banting, 42700, Kuala Langat, Selangor",03-31916672
Selangor,81,KD Sri Tiram Jaya,"KD Sri Tiram Jaya, Sri Tiram Jaya, Tanjong Karang, 45500, Kuala Selangor, Selangor",03-32693271
Selangor,82,KD Sungai Buah,"KD Sungai Buah, JKR 248, Batu 30, Jalan Kajang, Dengkil, 43800, Sepang, Selangor",03-89267850
Selangor,83,KD Sungai Buaya,"KD Sungai Buaya, Banting, 42700, Kuala Langat, Selangor",03-31201144
Selangor,84,KD Sungai Burung,"KD Sungai Burung, Batu 12, Jalan Bernam, Tanjung Karang, 45500, Kuala Selangor, Selangor",03-32693262
Selangor,85,KD Sungai Burung,"KD Sungai Burung, Jalan Pancang Bedena, 45300, Sabak Bernam, Selangor",03-32246008
Selangor,86,KD Sungai Gulang-Gulang,"KD Sungai Gulang-Gulang, Jalan Sungai Gulang-Gulang, Tanjung Karang, 45500, Kuala Selangor, Selangor",03-32693277
Selangor,87,KD Sungai Kelambu,"KD Sungai Kelambu, Jalan Semarak 1, Kg Sungai Kelambu, Banting, 42700, Kuala Langat, Selangor",03-31812101
Selangor,88,KD Sungai Lalang,"KD Sungai Lalang, Sungai Lalang, Semenyih, 43500, Hulu Langat, Selangor",03-87235660
Selangor,89,KD Sungai Lima,"KD Sungai Lima, Pulau Ketam, 42490, Klang, Selangor",03-33723668
Selangor,90,KD Sungai Lui,"KD Sungai Lui, Bt 21, 43200, Hulu Langat, Selangor",03-90211153
Selangor,91,KD Sungai Nibong,"KD Sungai Nibong, Jalan Besar Kg. Sg Nibong, Sekincan, 45400, Sabak Bernam, Selangor",03-32245784
Selangor,92,KD Sungai Ramal Luar,"KD Sungai Ramal Luar, Jalan Mentri, Sg Ramal Luar, Kajang, 43000, Hulu Langat, Selangor",03-87346542
Selangor,93,KD Sungai Sembilang,"KD Sungai Sembilang, Jeram, 45800, Kuala Selangor, Selangor",03-32646092
Selangor,94,KD Sungai Serai,"KD Sungai Serai, Lorong Serai 2, Kg Sungai Serai, Kuang, Rawang, 48050, Gombak, Selangor",03-60371099
Selangor,95,KD Sungai Serdang,"KD Sungai Serdang, Batu 13, Kampung Sungai Serdang, Kapar, 42200, Klang, Selangor",03-32502886
Selangor,96,KD Sungai Sireh,"KD Sungai Sireh, Kampung Sungai Sireh, Tanjong Karang, 45500, Kuala Selangor, Selangor",03-32693086
Selangor,97,KD Sungai Tekali,"KD Sungai Tekali, Sungai Tekali, 43100, Hulu Langat, Selangor",03-90215134
Selangor,98,KD Sungai Tengi,"KD Sungai Tengi, Hulu Selangor, 44010, Hulu Selangor, Selangor",03-60421861
Selangor,99,KD Sungai Tengi Selatan,"KD Sungai Tengi Selatan, Kuala Kubu Baru, 44010, Hulu Selangor, Selangor",03-60421842
Selangor,100,KD Sungai Udang,"KD Sungai Udang, Lot 2183, jalan Sungai Udang, 41250, Klang, Selangor",03-33735198
Selangor,101,KD Tebuk Mufrat,"KD Tebuk Mufrat, Batu 1, Jalan Feri, Jalan Tebuk Mufrat, Sungai Air Tawar, 45100, Sabak Bernam, Selangor",03-32137397
Selangor,102,KD Telok Bunut,"KD Telok Bunut, Banting, 42700, Kuala Langat, Selangor",03-31803441
Selangor,103,KD Telok Gong,"KD Telok Gong, Jalan Telok Gong,  Pelabuhan Klang, 42000, Klang, Selangor",03-31342985
Selangor,104,KD Telok Menegon,"KD Telok Menegon,  Klang, 41000, Klang, Selangor",03-33725531
Selangor,105,KD Teluk Rhu,"KD Teluk Rhu, Jalan Besar Kg. Teluk Rhu, Sungai Air Tawar, 45100, Sabak Bernam, Selangor",03-32136000
Selangor,106,KD Tiram Setia,"KD Tiram Setia, Tanjung Karang, 45500, Kuala Selangor, Selangor",03-32693117
Selangor,107,KD Tumbuk Darat,"KD Tumbuk Darat, JKR 1327, Jalan Tumbok Darat, Kg Tumbok Darat Tanjung Sepat, 42800, Kuala Langat, Selangor",03-31973198
Selangor,108,KD Ulu Chucuh,"KD Ulu Chucuh, Sungai Pelek, 43950, Sepang, Selangor",03-31413122
Selangor,109,KD Ulu Yam Lama,"KD Ulu Yam Lama, Batang Kali, 44300, Hulu Selangor, Selangor",03-60751680
Selangor,110,KK Ampang,"KK Ampang, Jalan Mewah 3, Pekan Ampang, 68000, Hulu Langat, Selangor",03-42923332                  03-42928559 (MCH)
Selangor,111,KK Anika Klang,"KK Anika Klang, Jalan Pegawai, Off Tengku Kelana, Klang, 41000, Klang, Selangor",03-33748019
Selangor,112,KK AU2,"KK AU2, Jalan AU2, Taman Seri Keramat, Kuala Lumpur, 54200, Gombak, Selangor",03-42579466
Selangor,113,KK Bagan Terap,"KK Bagan Terap, Jalan Bagan Terap, Sungai Besar, 45300, Sabak Bernam, Selangor",03-32162722
Selangor,114,KK Balakong,"KK Balakong, Kampung Baru Balakong, Balakong, 43300, Hulu Langat, Selangor",03-89612040
Selangor,115,KK Bandar Baru Bangi,"KK Bandar Baru Bangi, Jalan Persiaran 3, Seksyen 3, Bandar Baru Bangi, 43650, Hulu Langat, Selangor",03-89258707
Selangor,116,KK Bandar Botanik,"KK Bandar Botanik, Blok A, Jalan Langat Bandar Botanik, Klang, 41200, Klang, Selangor",03-33244260
Selangor,117,KK Bandar Seri Putra,"KK Bandar Seri Putra, Jalan Seri Putra, Bandar Seri Putra Bangi, Kajang, 43000, Hulu Langat, Selangor",03-89258518
Selangor,118,KK Bandar Tun Hussien Onn,"KK Bandar Tun Hussien Onn, Jalan Suadamai, Bandar Tun Hussien Onn, Cheras, 43200, Hulu Langat, Selangor",03- 90810142                03- 90813792
Selangor,119,KK Batu 13 1/2 Puchong,"KK Batu 13 1/2 Puchong, Batu 13 1/2 Puchong, 47800, Petaling, Selangor",03-80623984
Selangor,120,KK Batu 14,"KK Batu 14, Batu 13 3/4, Hulu Langat, 43100, Hulu Langat, Selangor",03-90211414                03-90216721 (MCH)
Selangor,121,KK Batu 8 Gombak,"KK Batu 8 Gombak, Batu 8, Jalan Gombak Utara, Gombak, 53100, Gombak, Selangor",03-61889704
Selangor,122,KK Batu 9,"KK Batu 9, Batu 9, Cheras, 43200, Hulu Langat, Selangor",03-90758046
Selangor,123,KK Batu Arang,"KK Batu Arang, JKR G/1325, Batu Arang, 48100, Gombak, Selangor",03-60352287
Selangor,124,KK Beranang,"KK Beranang, Jalan Seremban, Beranang, 43700, Hulu Langat, Selangor",03-87667577
Selangor,125,KK Bestari Jaya,"KK Bestari Jaya, Lot 1867 Jalan Kampong, 45600, Kuala Selangor, Selangor",03-32719151
Selangor,126,KK Bukit Cerakah,"KK Bukit Cerakah, Jalan Rizab Masjid, Kg Bukit Cherakah, Jeram, 45800, Kuala Selangor, Selangor",03-32640014
Selangor,127,KK Bukit Changgang,"KK Bukit Changgang, Jalan Labohan Dagang, Banting, 42700, Kuala Langat, Selangor",03-31491355
Selangor,128,KK Bukit Kuda,"KK Bukit Kuda, Jalan Batu Tiga Lama, Klang, 41300, Klang, Selangor",03-33488174
Selangor,129,KK Bukit Naga,"KK Bukit Naga, Seksyen 32, Shah Alam, 40460, Klang, Selangor",03-51611685
Selangor,130,KK Cyberjaya,"D/A Asrama Jururawat Hospital Cyberjaya, Persiaran Multimedia, Cyber 11, 63000 Cyberjaya",03-8706 6001
Selangor,131,KK Dengkil,"KK Dengkil, Jalan Besar Dengkil, Dengkil, Sepang, 43800, Sepang, Selangor",03-87686355
Selangor,132,KK Gombak Setia,"KK Gombak Setia, Pt 4453, Lorong Penghulu, Gombak Setia, 53100 Gombak, Selangor",0361770726 (MCH)                    03-61770305
Selangor,133,KK Hulu Kelang,"KK Hulu Kelang, Jalan Datok Abu Samah Kampong Pasir, Ampang, 68000, Gombak, Selangor",03-41056640
Selangor,134,KK Ijok,"KK Ijok, JKR 1087 Jalan Simpang Tiga, Ijok, 45600, Kuala Selangor, Selangor",03-32791167
Selangor,135,KK Jenjarom,"KK Jenjarom, Jenjorom, Kuala Langat, Jalan Besar, Banting, 42700, Kuala Langat, Selangor",03-31913066
Selangor,136,KK Jeram,"KK Jeram, Jeram, 45800, Kuala Selangor, Selangor",03-32647075
Selangor,137,KK Kajang,"KK Kajang, Klinik Komuniti Kajang, Jalan Semenyih, Kajang, 43000, Hulu Langat, Selangor",03-87395764                 03-87347428 (MCH)
Selangor,138,KK Kalumpang,"KK Kalumpang, Kerling, Hulu Selangor, 44100, Hulu Selangor, Selangor",03-60491426
Selangor,139,KK Kampung Bandar,"KK Kampung Bandar, Jalan Kurau, Banting, 42700, Kuala Langat, Selangor",03-31201333
Selangor,140,KK Kampung Sungai Lang,"KK Kampung Sungai Lang, Banting, Selangor, 42700, Kuala Langat, Selangor",03-31803739
